pmid,ref_list
17434709,"['17434706', '17433863']"
22029398,['20627427']
10101999,['10102003']
10102003,['10101999']
18286804,['17084798']
22704124,"['19089500', '18715741', '19874152', '21403039']"
19874152,"['18552728', '18770082']"
21466501,"['21844833', '20577717']"
21844833,"['18770082', '19440415', '19874152', '18805686']"
20106601,"['19089500', '19089508', '18715741']"
21403039,"['19089500', '18715741']"
22534003,['21403039']
21310583,['19089508']
26350930,"['25040021', '20307796', '21359109', '21773951', '22036303', '23332439', '25218919', '26056209']"
23908999,['22684424']
24615308,"['19089500', '23186149', '18715741']"
10695069,['10622013']
8704541,['8704540']
17084798,['15970068']
20934836,['23580023']
17129680,['18565693']
17433862,"['17434709', '17434708', '17514069', '17433863', '17434704', '17434705', '17434706', '17434707']"
17434705,"['17514069', '17433862', '17433863', '17434704']"
18557164,['10897189']
18805686,['17129680']
18770082,['18552728']
22227755,"['18259871', '20934836', '21138199', '21359109']"
19345512,"['17434708', '17931822']"
21821378,"['18259871', '19443133', '18805686', '10897189']"
21858956,"['21126830', '18770082']"
21962726,['18805686']
21126830,"['18770082', '19443133']"
21802134,['20595255']
20595255,['19535400']
20978062,"['15970068', '19535400', '20595255', '20847018']"
23357743,['22684424']
24132519,['24132519']
18837637,['409448']
19540702,"['10622013', '18805686']"
19736902,['18557164']
21831565,"['20117908', '19296223', '21359109', '19008068', '20307795']"
23580023,['19345512']
19440415,"['18805686', '18770082']"
22810057,"['20307795', '19296223', '20934836', '21138199', '21371752', '21359109', '21831565', '22263709', '23580023', '19008068']"
22456246,"['17129680', '17434708', '17931822', '18565693', '18259871']"
19443133,"['10622013', '10695069']"
20397939,['10897189']
18292710,['17129680']
19344441,['18292710']
15970068,['8704540']
19535400,['12939891']
20847018,"['8704540', '20595255']"
21490215,['21276808']
21276808,['21490215']
19089508,['18715741']
18997874,['409448']
409449,['409448']
409448,['409449']
23372174,['20978062']
23488511,['19874152']
20577717,['409448']
17514069,['17434704']
17433863,"['17434709', '17514069', '17433862']"
17434706,"['17433862', '17433863', '17434704', '17434709']"
17931822,['17434708']
18565693,"['17129680', '17129680']"
15726103,['15726102']
16168145,['15726103']
16517548,['16168145']
15726102,['15726103']
17147789,"['16168145', '16517548']"
7542571,"['7685670', '7923883', '7906508', '3115202']"
7618941,['8450067']
8094737,"['1315049', '2462353', '2479030', '2303780', '2117641', '1836010', '1371303']"
7763061,"['1739326', '1315049', '8094737', '8406568', '8285773', '1900405']"
1315049,"['3464003', '3491174', '3084559', '2117641', '2433307', '2473858', '2479030', '2642470']"
7905016,"['2212944', '1976734', '2647894', '2479030', '1870205', '1940794', '1346269', '1348082', '1315049', '1316276', '1500861', '1452333', '2955418', '2968436']"
8642250,"['2117633', '8134353', '7515103', '7523695', '7964467', '7964468', '8381156', '7807005', '7650479', '7494321', '8393480', '8378329']"
7685670,"['1709678', '4355998', '1691264', '1704191']"
7923883,"['1374588', '2566624', '8403497', '2166487', '2935340', '1283598']"
7906508,"['4209883', '6441524', '2413071', '3494734', '3115202']"
3115202,"['4201264', '4583980', '302134', '70434']"
1900405,['2650637']
8450067,['2584929']
2462353,"['3138247', '6815654', '6403654', '6431411', '6332168', '3160726', '3877078', '3455781', '2421578', '3084559', '3723080', '3491174', '2433307', '2827173', '2450953']"
2479030,"['3456168', '3755748', '3464003', '3040666']"
2303780,"['3456168', '3127526', '2523951', '2477483']"
2117641,"['3069202', '2479030', '2303780']"
1836010,"['3208747', '3493320', '3470773', '3456168', '3462739', '2357962', '3490968', '1701821', '1714934', '1700830', '2971753', '2971752', '2849763', '2848922', '3029266', '6206178', '2459713', '2439899', '2531193', '2501444']"
1371303,"['1694219', '1836010', '2117641', '2971753', '3208747', '3502713', '3598467', '1701821', '2011599', '2251255', '2848922', '1691261']"
1739326,['2642470']
8406568,"['2011599', '1371303', '1532927', '1533355', '8387412', '3598467', '2971753', '2469770']"
8285773,['1900405']
3464003,"['6206178', '6432931', '2987947', '2409198', '2409202', '2993469', '3456168']"
3491174,"['6403654', '6193236', '6332168', '3876401', '3877078', '3866246', '3455781', '3753996', '2421578', '3084559', '3084701', '3486418', '2872233', '3011946', '3086483', '3487091', '3090105']"
3084559,"['4583980', '6979605', '6368583', '6431411']"
2433307,"['6403654', '3084559']"
2473858,['3491174']
2642470,['3127526']
2212944,"['3029267', '2955418', '2968436', '2647894', '2303780']"
1976734,"['2971607', '6206178', '2479030']"
2647894,"['3029267', '2968436']"
1870205,"['3486939', '2184033', '2193094', '3005660', '2458483']"
1940794,"['3464003', '2538552', '2501444']"
1346269,"['1694865', '2385584', '2574188', '1672165']"
1348082,"['1976734', '2212944']"
1316276,"['2526850', '2562846', '1902503']"
1500861,"['2212944', '2783331']"
1452333,"['1730929', '1997426', '2303780', '1946464', '2123824', '2784735']"
2955418,['3029267']
2968436,['6206178']
7722459,"['8183931', '7964508', '7869051']"
8315383,"['2014234', '1549594', '1375267', '1512543', '2784477', '2117634', '2388037']"
8078886,['2998758']
2117633,"['2784508', '2479030']"
8134353,"['1500861', '8380294', '3029266', '3029267', '2212944', '1946464', '1730913']"
7515103,"['1313575', '1379172', '2956608', '2455897', '3261012', '8384651', '8315383', '8393480', '2470100', '2530583', '2513572', '2195543', '3208747']"
7523695,['8315383']
7964467,"['2409198', '2998758', '1946464', '1370684', '1588277', '1535369', '1460432', '8381156', '8393480', '8113671', '2784508', '2303780', '2117633', '1988539']"
7964468,"['1824876', '1946464', '1370682', '1370684', '8381156', '8393480']"
8381156,"['1658187', '1940807', '1370682', '1535369', '6206178', '2783331', '2117633', '1902503']"
7807005,"['1900941', '1919435', '1549594', '8315383', '8315396', '7690835', '7909813']"
7650479,"['2117633', '1881894', '1946464', '1370682', '1370684', '1608962', '8380294', '8418198', '7678849', '2479030', '2303780']"
7494321,"['8315383', '7523695', '7937075']"
8393480,"['2971753', '3208747', '2117633', '1829108', '1355602', '3464691', '8380294', '1719536', '1946464', '1588281']"
8378329,"['1976734', '2212944', '1660155']"
1709678,"['1691264', '3877078', '2903180', '2827173', '3130394']"
4355998,['4583980']
1691264,"['2827173', '3134364', '3877078', '2505619', '2566624']"
1704191,"['2462353', '2566624', '2505619', '2903180', '3263050', '3532812', '3723080', '3877078', '3866246', '1691264', '2460470', '2827173', '3134364']"
1374588,"['1704191', '1707234', '1713678', '1717633', '6501412', '1691264']"
2566624,"['3572302', '3038962', '2958480', '2827173', '2828429', '3278004', '3030114', '2841354', '2903180', '4355998', '6090507', '3866246', '3090106', '6501412', '6501563']"
8403497,"['2157214', '2465298']"
2166487,['3257219']
2935340,"['4363161', '6987268', '6403654']"
1283598,"['1697800', '1709677', '1714243', '1997402', '2505619', '2827173', '3049673', '3134364', '3723080']"
4209883,"['4201262', '4542944', '4355998', '4583980']"
6441524,"['4596507', '6282932', '6409946']"
2413071,"['4583980', '70434', '311783', '6754744', '6341998', '6334089', '4363161']"
3494734,"['4209883', '4583980', '17621', '70434', '108291', '6773982', '6754744', '6815213', '6341998', '6306056', '6332168', '6093546', '6542570', '3872883', '3875078', '2864688', '3753996', '3486890', '3487091']"
4201264,"['4201262', '4355998', '4583980']"
4583980,"['4201264', '4355998']"
302134,"['786433', '4542944']"
70434,"['1159083', '1168691', '4201264', '4209883', '4583980']"
2650637,"['3084559', '3491174']"
2584929,['3457383']
3138247,"['6333426', '3455781', '2421578', '355597', '3126497', '2450953']"
6815654,['6971878']
6403654,"['6971878', '6815654']"
6431411,"['6815654', '6403654']"
6332168,['6602986']
3160726,"['6431411', '6403654']"
3877078,"['6300879', '6326110', '6332168', '6090507', '6501563']"
3455781,"['6403654', '6431411', '3877078', '3866246']"
2421578,"['3455781', '355597', '6815654', '6403654', '6333426']"
3723080,"['6332168', '3877078', '3866246', '3487091']"
2827173,"['3877078', '3878084', '3866246', '3455781', '3457383', '3084562', '3723080', '3534886']"
2450953,"['6204001', '6431411', '3455781', '3084562', '3538015', '6815654', '6403654']"
3456168,['2580936']
3755748,['3456168']
3040666,['3040667']
3127526,"['3819645', '3596805']"
2523951,"['6206178', '3456168', '3462739', '3035555']"
2477483,"['2968436', '2538552']"
3069202,"['3624442', '3624443']"
3208747,['3502713']
3493320,['3456168']
3470773,"['3490968', '3456168']"
3462739,"['6206178', '3456168', '3005467']"
2357962,"['2971752', '2846743', '3263646', '3490968', '2439899', '3040885', '2902638', '2849763', '2789518', '2583098']"
3490968,['3456168']
1701821,"['2971753', '3029266', '2462609', '3490536', '3598467']"
1714934,"['2466767', '3128632', '1694221']"
1700830,"['2460872', '3141930', '2476570', '2439899', '2538552', '3208747', '3493320']"
2971753,"['6193236', '3029266', '3493320']"
2971752,['3040885']
2849763,"['3456168', '3490968']"
2848922,"['3029266', '3035555']"
3029266,['6193236']
6206178,"['6424125', '6193236', '6195288']"
2459713,"['2432150', '3493320', '6206178']"
2439899,['2578667']
2531193,"['2525171', '3456168', '3462739', '3470773']"
2501444,['2439899']
1694219,"['2971753', '2501444', '3208747', '3493320', '3490536', '3598467', '6206178', '2849763']"
3502713,"['3755748', '2951480']"
3598467,"['6206178', '2432150']"
2011599,"['2497226', '2525171', '2529341', '2479030', '2511266', '2574461', '2295881', '1976512', '3456168', '3755748', '2951480']"
2251255,"['3490968', '3502713', '3208747', '3755748', '3462739']"
1691261,"['2783331', '3755748', '3102669', '3208747']"
1900406,"['4355998', '3084559', '3491174']"
1532927,"['2469770', '2122934']"
1533355,"['2459159', '2479030', '3464003', '3486937']"
8387412,"['3934668', '2011599', '1940794', '1836200', '1530851', '1533355']"
2469770,['2836865']
7851022,"['2433307', '3491174', '2473858', '2117641', '1315049', '8094737', '3753996']"
6432931,"['4355998', '6193236', '6604129']"
2987947,['6607474']
2409198,"['6604129', '6198432', '6206178']"
2409202,"['6206178', '6432931']"
2993469,['2987947']
6193236,"['6174671', '6187881']"
3876401,"['3873069', '361756', '291937', '6602986', '4355998', '4583980', '6699080', '6608105', '6332168', '6439737']"
3866246,"['6480827', '6237120']"
3753996,"['6332168', '3876401', '3873069']"
3084701,"['6332168', '3876401']"
3486418,"['6608105', '6332168', '6439737', '3873069', '3876401', '3753996']"
2872233,"['6403654', '6587368', '6332168', '3877078', '4077977']"
3011946,"['6332168', '3876401', '3753996', '4355998', '4583980']"
3086483,"['2418059', '7309790', '6332168', '3873069', '3876401', '3877078', '3878084', '4355998']"
3487091,"['3753996', '6332168', '3876401', '3877078', '3878084', '3866246', '3455781']"
3090105,"['3084701', '3086483', '3487091', '6332168', '3876401', '3878084', '2418059']"
6979605,"['68991', '68992']"
6368583,"['4355998', '4583980', '4363161', '701483', '293671', '7054233', '6815654', '6403654', '6302680']"
3029267,['6194243']
2971607,['6980420']
3486939,"['6187881', '6206178']"
2184033,['3018755']
2193094,"['2300561', '2444978', '2784570', '2762307']"
3005660,['2415660']
2458483,"['2415660', '2415661', '3005660', '3018755', '2430298', '2821152']"
2538552,"['3456168', '3035555', '3598467', '2461562', '6334855']"
1694865,['2422657']
2385584,['2548204']
2574188,['2974064']
1672165,['2212939']
2526850,['2459713']
2562846,['3493319']
1902503,"['2497226', '2461562', '2538552', '3208747', '2117633', '2303780', '2295881', '6206178']"
2783331,"['3456168', '3493320', '2439899']"
1730929,"['3819645', '2303780', '3127526', '2642470']"
1997426,"['2642470', '2538552', '2303780']"
1946464,"['2117633', '2998758', '2784508']"
2123824,"['2303780', '3127526', '2784735']"
2784735,['3127526']
8183931,['8315383']
7964508,"['8183931', '8315383']"
7869051,"['2998758', '1460432', '8393480']"
2014234,"['2117634', '2388037']"
1549594,"['1900941', '1919435', '3464691']"
1375267,"['2117634', '2479030', '2784477']"
1512543,['1829108']
2784477,['3128632']
2117634,"['2784477', '2784508']"
2388037,"['2784477', '2784508']"
6600840,['6174671']
2998758,['6431411']
2784508,['2998758']
8380294,"['3208747', '2479030', '2117633', '1902503', '1658187', '1370682', '3029266']"
1730913,['2955418']
1313575,"['1691261', '1694219']"
1379172,['1829108']
2956608,"['6193236', '6206178', '2413158']"
2455897,['2413158']
3261012,['2413158']
8384651,"['3128632', '3029267']"
2470100,"['6193236', '2956608', '2413158']"
2530583,"['2455897', '2470100', '2413158']"
2513572,"['2470100', '2956608']"
2195543,"['2455897', '3261012', '2470100', '2530583', '2513572', '2413158', '2956608']"
1370684,"['2479030', '1946464', '2117633', '2784508']"
1588277,"['2212944', '3029267', '2479030', '2647894', '3502713', '1976734']"
1535369,"['2523951', '1658187', '2117633']"
1460432,"['1370684', '1946464']"
8113671,"['2117633', '1946464', '1370684', '1316276', '1460432']"
1988539,['2784508']
1824876,"['2461562', '3208747']"
1370682,"['2117641', '2479030', '2117633', '2303780', '3040666', '3069202']"
1658187,"['2783331', '2461562']"
1940807,"['3208747', '2525171', '1694219', '3456168']"
1900941,['3464691']
1919435,"['3464691', '1900941']"
8315396,"['2014234', '2117634', '1919435', '1549594']"
7690835,"['1900941', '1549594']"
7909813,"['1549594', '1829108']"
1881894,"['3160726', '2479030', '2303780']"
1608962,"['1824876', '1946464', '2479030']"
8418198,"['2479030', '1370682', '1608962', '2951480']"
7678849,"['1370682', '1370684', '3069202', '1824876', '1902503']"
7937075,['8315383']
1829108,"['2427637', '3464691']"
1355602,"['1881894', '1988539', '1946464', '2413158']"
3464691,['6431411']
1719536,"['2212944', '1976734']"
1588281,['3208747']
1660155,"['2251255', '2462609', '2117633', '2295881']"
2903180,"['6090507', '6501412', '6501563', '3878084', '3866246', '4355998', '3723080', '3030114', '2827173', '2828429', '6699080']"
3130394,"['6480827', '6237120', '3877078', '4077977', '3866246', '2872233', '3723080']"
3134364,['2827173']
2505619,"['6403654', '6431411', '3877078', '3866246', '3455781', '2421578', '3084562', '3723080', '3532812', '2827173', '2450953', '3134364', '3263050', '2903180', '2462353']"
3263050,['3011946']
3532812,"['6326110', '6332168', '3877078', '3866246']"
2460470,['3877078']
3053736,"['2827173', '2828429', '6480827']"
2454931,['6237120']
2824654,"['3038962', '6480827']"
2958480,['6480827']
2537322,"['2454931', '3134364']"
2565948,"['6237120', '6501563', '3866246', '2958480', '2828429', '3278004']"
2545729,"['2454931', '2537322']"
2738096,"['7309790', '4355998']"
2569026,['2956608']
1707234,"['1704191', '1691264']"
1713678,['1691264']
1717633,"['1691264', '2117633', '6403654', '1709677', '1704191', '3134364']"
6501412,"['4201264', '4583980', '291937']"
3572302,"['4355998', '293671', '3877078', '3866246', '3084701']"
3038962,"['6480827', '6237120', '6501563', '3877078']"
2828429,"['6326110', '6501563', '3877078', '4077977', '3866246', '3457383']"
3278004,"['6480827', '6237120', '3866246', '3090106', '293671']"
3030114,"['4363161', '6987268', '4583980']"
2841354,"['2958480', '6480827', '6237120', '3038962']"
6090507,['6326110']
3090106,"['6237120', '3866246']"
6501563,['4583980']
2157214,['2465298']
2465298,"['291937', '4363161', '6699080']"
3257219,"['6332168', '3877078']"
4363161,['4355998']
6987268,"['361756', '4201264', '4355998', '4583980', '4363161', '1069301']"
1697800,"['2828429', '3134364', '3278004', '2827173', '3049673']"
1709677,"['3049673', '2565948', '2903180', '3866246', '6587368', '3278004', '2827173']"
1714243,"['2505619', '3723080', '3877078', '3878084']"
1997402,"['6699080', '3877078', '3866246', '2903180', '2565948', '2566624']"
3049673,"['3877078', '3878084', '3866246', '2827173']"
4201262,['4542944']
4542944,['4201262']
4596507,"['4542944', '4583980', '4201264']"
6282932,"['4542944', '108291']"
6409946,['6773982']
311783,"['4583980', '1168691', '70434', '4201264']"
6754744,"['4583980', '4363161', '1069301', '70434', '311783', '6773982']"
6341998,"['6773982', '4583980', '4363161', '1168691', '70434']"
6334089,"['4363161', '70434', '6773982', '6754744', '6341998']"
17621,"['1159083', '4542944']"
108291,"['1168691', '4201262']"
6773982,['311783']
6815213,"['4201262', '6773982']"
6306056,"['4201264', '4355998', '291937']"
6093546,"['4201264', '4209883', '6754744']"
6542570,"['361756', '6602986']"
3872883,"['4201262', '4209883', '70434', '293671', '6754744', '6341998']"
3875078,"['4355998', '4583980', '70434', '6341998']"
2864688,"['4583980', '4209883', '70434', '6282932', '6341998', '6334089']"
3486890,"['6773982', '6341998', '6334089', '4583980']"
786433,"['4596507', '1159083']"
1159083,"['4355998', '4583980', '1168691', '4209883']"
1168691,"['4542944', '4583980', '4209883', '4201262']"
1069301,"['4363161', '4355998', '4201264', '4583980']"
3457383,"['4077977', '6326110', '6587368', '6090507']"
6976408,['6166713']
312894,"['68992', '68991']"
6166713,"['312894', '6166714']"
6166714,"['312894', '6166713']"
6170713,['68991']
6174671,['6170713']
6978487,['6166714']
6179083,"['6166714', '6978487']"
6170986,"['68992', '6166714']"
6983074,['6174671']
6333426,"['4355998', '4583980', '4363161', '1069301', '355597', '291937', '6403654']"
355597,"['4355998', '4209883', '4583980', '1159083']"
3126497,['2421578']
6971878,['6987268']
6602986,"['4355998', '4583980']"
6300879,['4583980']
6326110,"['6987268', '4583980']"
3878084,"['6602986', '6332168', '6090507']"
3084562,"['6333426', '3877078', '4355998', '6403654', '6431411']"
3534886,"['4355998', '6302680']"
6204001,['6403654']
3538015,['3455781']
3493319,"['6206178', '2413158']"
2580936,['6206178']
2409209,['6195288']
2427637,"['6195288', '2409209']"
3040667,['3040666']
3819645,['3011946']
3596805,['3753996']
3035555,"['3456168', '3462739', '3490968']"
3624442,['3624443']
3624443,['3624442']
2951480,"['2987947', '3456168', '3755748']"
3005467,"['2578667', '2580936', '2987947', '2993469']"
2846743,['3029266']
3263646,['2863322']
3040885,['2863322']
2902638,"['3035555', '3456168', '3005467', '3462739', '3490968']"
2789518,"['3040885', '2971752']"
2583098,"['2971752', '2789518']"
2462609,"['6206178', '3029266', '3493320']"
3490536,['2409209']
2466767,['3128632']
3128632,['3490536']
1694221,['3128632']
2460872,"['3456168', '3462739']"
3141930,['2863322']
2476570,['3490536']
6424125,"['6187881', '6195288']"
6195288,"['6174671', '6983074']"
2432150,"['3456168', '6206178']"
2578667,"['6607474', '6424125', '6193236']"
2525171,"['3456168', '2902638']"
2497226,"['2432150', '3470773', '6206178', '3456168']"
2529341,"['3456168', '2461562', '2538552', '2497226']"
2511266,['2538552']
2574461,"['2987947', '3208747', '2951480']"
2295881,"['3470773', '3035555', '2525171', '6206178', '3456168', '2461562', '3208747', '2538552']"
1976512,"['3462739', '2538552', '2523951', '2497226', '2501444', '2529341', '2531193']"
3102669,['2413158']
2122934,['2469770']
2459159,"['6206178', '2409198', '3755748', '3462739', '2951480', '3598467']"
3486937,['2578667']
3934668,"['6193236', '6604129']"
1836200,"['2479030', '2461562', '2117641']"
1530851,"['2462609', '2479030']"
2836865,['3040885']
6604129,['6174671']
6607474,['6174671']
6198432,['6604129']
6187881,['6174671']
3873069,"['4583980', '6602986', '6608105', '6439737']"
361756,['4355998']
291937,"['1069301', '4363161', '4355998', '4201264']"
6699080,['291937']
6608105,['6602986']
6439737,"['6602986', '6608105', '4583980']"
6480827,['6237120']
6237120,['6480827']
6587368,"['4355998', '361756']"
4077977,"['6602986', '701483', '361756', '6326110', '6587368', '6501563']"
2418059,"['6542570', '4355998', '7309790']"
7309790,"['4355998', '4363161', '293671', '6987268']"
68991,['68992']
68992,['68991']
701483,['4355998']
293671,['4363161']
7054233,"['4355998', '4583980', '4363161']"
6302680,"['4201262', '108291']"
6194243,['6166713']
6980420,['6170986']
3018755,['3005660']
2300561,"['2784570', '2762307']"
2444978,['3538015']
2784570,['3455781']
2762307,"['2784570', '3455781']"
2415660,['2415661']
2937061,['6166713']
2415661,['2415660']
2430298,"['2415660', '2415661']"
2821152,['3018755']
2461562,"['3456168', '3470773']"
6334855,"['6193236', '6607474', '6424125']"
2422657,"['6604129', '6198432']"
2548204,['2455897']
2974064,['6194243']
2212939,"['2821152', '2458483']"
2413158,['6604129']
2863322,['6206178']
4031103,['96137']
3558858,"['4191768', '96137', '4031103']"
825608,"['773824', '4121926', '16558080', '1127105', '4857904', '5156708']"
4977280,"['4977284', '13130792']"
6156988,"['4977280', '4977283', '4977284', '4189835', '4202669', '1132888', '807599', '109572', '6772670']"
6932039,"['4189835', '4202669', '1127105', '807599', '810417', '825608', '109572', '509781']"
96137,"['805205', '16695957', '1127381', '4542735', '4587500', '4855546', '4978228', '5018051', '5477937', '5511570']"
4191768,"['4159289', '4169337', '4169338', '4180276']"
2584409,['3928701']
2070560,"['6412679', '2451503']"
833545,"['236357', '1127381', '1194852', '4542735', '4543024', '4738105', '5018051']"
773824,"['1127105', '4121701', '4729052', '4857904', '5009705', '5156708', '16558080']"
4121926,"['6069927', '4383923', '5778786', '4098172']"
16558080,"['4584345', '4345108', '4121701', '13872176']"
1127105,"['4854882', '4991439', '4934503', '5058234', '4119592', '4113510', '4132993', '4100684']"
4857904,['4197831']
5156708,"['5950689', '4193524', '13872176']"
4977284,"['4977280', '4977281', '4977283']"
13130792,['13052828']
4977283,"['4977280', '4977281']"
4189835,"['4964859', '4181833', '4977281', '4977283', '4977284', '13714578', '13823728']"
4202669,"['4958757', '4881700', '4996883', '5001704', '5002519', '4400956', '5005299', '5666958', '4970226']"
1132888,['4846468']
807599,"['4207621', '4542735', '4858777', '4996883', '14112262']"
109572,"['329684', '807599', '4189835', '4202669', '4977280', '4977283', '16557762']"
6772670,"['4977280', '4189835', '4202669', '1132888', '807599', '822114', '993729', '369752', '109572']"
810417,"['4762018', '5718505', '4574798', '4570019']"
509781,"['417020', '300783', '800393']"
4977281,"['4977280', '13130792']"
805205,"['5778786', '5666963', '6054730', '14316946', '14087621', '14078003', '4139225', '4591176', '4101362', '4567307', '4542735', '4547573', '4964564']"
16695957,"['4995527', '4191768', '4180276']"
1127381,"['14253481', '13130792', '4119587', '4102688', '4149357', '4200649', '4598114', '4542735', '4543024', '4550767', '4536807', '4816302', '5018051', '4874495', '1092796', '5576335']"
4542735,"['4101362', '4102685', '5058234', '4113510', '4506240', '4567307', '14087621']"
4587500,"['4285446', '5666958', '4978228', '5508379', '5511570']"
4855546,"['4159289', '4166664', '4180276', '5470509', '4111773', '4734261', '4700488', '14316946', '14042906']"
4978228,"['4285446', '5931921', '5922746', '5926301', '5656398', '5656399']"
5018051,"['4159289', '4101362']"
5477937,"['5922094', '4165629', '5641611', '4977002', '5343432', '4982356']"
5511570,"['4181833', '5516433', '14316946']"
7430364,"['4097829', '4734261', '301852']"
4159289,"['5891628', '13929797', '14078003', '14087621', '14087622', '14280442', '14316946', '14316948']"
4169337,['4169338']
4169338,['4169337']
4180276,['4169337']
6712635,"['230820', '6342608']"
3928701,['308953']
7396858,"['4423057', '1275889', '889570', '736890', '230820']"
6412679,"['7126174', '6342608']"
2451503,"['11894930', '6412679', '6200429', '230820']"
2424433,"['11894930', '2420325', '230820', '7396858', '6412679', '6712635']"
2964496,"['6225822', '6230373', '2934409', '3005468', '2940169', '2941515', '6935683', '6808506']"
2445886,"['2436222', '5666963', '70787', '6601177', '6576376', '6225118', '2409211', '2416869', '4964564']"
2434597,"['2428045', '6222136', '6576376', '6225118', '6238120', '2581259', '2409211', '3860874', '2413153', '2416869', '6946459']"
3146980,"['3135800', '3131772', '6412679', '2424433', '2451503']"
236357,"['4738105', '5018051', '5778786', '5922092', '6054730', '14316946', '15776568', '1168693', '4111773', '4181833', '4390900', '4507613', '4631990']"
1194852,"['1127381', '4149357', '4550767', '4874495', '5018051', '14253481', '1092796', '13130792']"
4543024,"['4178112', '4390900', '5018051', '4567307', '4631990']"
4738105,"['4181833', '5387730', '4390899', '4390900', '5511570', '5011103', '4334720', '4631990', '14223932', '14316946']"
4121701,"['4159289', '4162237', '4383923', '4098172', '14316946', '14316948']"
4729052,"['13872176', '4703226', '5487541', '5009705', '4264575', '4641855']"
5009705,"['6025317', '4226271', '4383923', '5487541', '4992784']"
6069927,"['6019133', '4960742', '14078003', '14087615', '14151101', '14280442', '14316946']"
4383923,"['14316946', '6019133', '4960742', '4165629', '4964564', '6069927', '14078003', '4159289']"
5778786,"['4159289', '6019133', '4226164', '4226271', '6069927', '14316946']"
4098172,"['4383923', '5666963', '5778786']"
4584345,"['4911896', '4101362', '4102685', '5576663', '4999540', '4115705', '4567306', '4567307', '4271771']"
4345108,"['5463248', '5508246', '4105838', '5014610']"
13872176,"['13658145', '13714578']"
4854882,"['4913802', '5111439', '4625441']"
4991439,"['6021213', '4977002', '4978228', '14042906']"
4934503,"['4927594', '4101345', '5105301']"
5058234,"['5165203', '5061977', '13130792', '4101362', '5691985']"
4119592,"['4927594', '4104295', '4934503', '5315413', '4106485', '5061978', '4554454']"
4113510,"['4101362', '5058234', '5061977']"
4132993,"['5058234', '5061977', '4113510', '4117193', '4567307', '4577289', '4762018']"
4100684,['5656399']
4197831,"['4623608', '5065753', '4403565', '4097588', '4927594', '4101973', '4102685', '4104295', '4536706', '4551216', '5062922', '5025439']"
5950689,"['4162237', '14264268', '14316948', '14325476', '14330416']"
4193524,"['4162237', '6019133', '14078003', '14280442']"
13052828,"['12981220', '12981221', '12981222']"
4964859,['13714579']
4181833,"['5922290', '6019133', '6021213', '4964564', '5653813', '5773091', '13714579', '14078003', '14223932', '14247728', '14316946']"
13714578,['13823728']
13823728,['13823727']
4958757,"['5922286', '5922285']"
4881700,"['6036538', '4383408', '5934974', '4964478', '4964565', '4970226']"
4996883,"['4964565', '4182532', '5422026']"
5001704,"['4976110', '4978533', '4978534', '5413324', '5002519', '5523967', '14292995']"
5002519,"['5666958', '4976110', '4978534', '4978533']"
4400956,"['6036538', '4964565', '5812474', '4182532', '5344114', '4194088', '4106463', '4942966']"
5005299,"['4873814', '4176937', '4976109', '4976110']"
5666958,"['4285446', '14253481']"
4970226,"['5934974', '4383408', '4964478', '4964565']"
4846468,"['4176223', '4986073']"
4207621,"['5576335', '5060291', '4115133', '4120244', '4582841', '4200649', '14112262']"
4858777,"['4996883', '4329157', '14278233', '5782768']"
14112262,"['13694489', '13714579', '13961191', '14022146']"
329684,"['1089602', '772153', '1184745', '1185106', '4181833', '46843', '1132888', '5516433', '11344546', '4334720', '62761', '804029', '4215762', '4622104', '4631990', '4578156', '4550767', '4536807', '234911', '4536614', '236357', '4640945', '4875325', '819460']"
16557762,"['4964859', '4977281']"
822114,"['4977283', '4134571', '4189835', '4629202', '4631911', '4632471', '4964859', '4977280', '16557762']"
993729,"['800393', '1127105']"
369752,"['328388', '1127105', '4578156', '5156708', '16558099']"
4762018,"['5061977', '4587500', '14253481']"
5718505,['5329465']
4574798,"['5132788', '5025438']"
4570019,['14253481']
63534,"['1078839', '1081574', '1082489', '53267', '1084408', '1085337', '1085338', '1085339', '1089744', '1100762', '1100765', '132509', '4137653', '4547437']"
300309,"['4543023', '131175', '1084353', '1261091']"
833543,"['4709269', '1079853']"
800393,"['4549625', '4113510', '4111775', '4219768', '5064226', '1100762']"
4549625,"['4549624', '5058234', '5061977', '4111775', '4762018']"
4197830,"['5062171', '4110525', '4111775', '5064226', '4117194', '15776565', '4102685', '5103556', '4104282', '4104295', '4106485']"
4122710,"['4113510', '4115705', '4117193', '4567307']"
4131510,"['4875326', '5112203', '5002521', '5002522', '5061977', '4623313', '4113510', '4117193', '4577289']"
125290,"['4541673', '4542734', '4543456']"
4600344,"['5926301', '4173924', '4104282', '4941661', '5033418', '4113510', '5033804', '4556012', '4567307', '4266346', '4571426', '4583779', '4543023']"
132509,"['1078839', '1081574', '1100762', '4132993', '4392946', '4405532', '4543456', '5018054', '806648']"
1084353,"['4610075', '4543023', '1261091']"
1100762,"['4591172', '4545896', '4543456', '5061977', '13130792', '5058234', '4113510', '4131510', '4134784', '4132993', '4392946']"
1082888,"['4123830', '46267', '46911', '4598016', '4542734']"
1081574,"['1100762', '4392946', '4405532', '4543456', '5033417', '19867386']"
1082489,"['4139236', '53267', '4547437', '1090698', '1100764', '4128439']"
417020,"['833543', '800393', '239679']"
300783,"['4140144', '4132993', '4656704', '1194857']"
